### This localisation file has been automatically generated ###;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
#   <https://github.com/moretrim/trait-lineariser>            #;;;;;;;;;;;;;;
## UI tweaks;;;;;;;;;;;;;;
intelligentxcavalry_school;§h+2§!              §h?§! Intelligent, cavalry school;§h+2§!              §h?§! Intelligent, école de cavalerie;§h+2§!              §h?§! Intelligent, kavallerieschule;;§h+2§!              §h?§! Inteligente, escuela de caballería;;;;;;;;;
intelligentxengineer;          §h  +5%§!§h?§! Intelligent, engineer;          §h  +5%§!§h?§! Intelligent, sapeur;          §h  +5%§!§h?§! Intelligent, pionier;;          §h  +5%§!§h?§! Inteligente, ingenieros;;;;;;;;;
intelligentxarmchair_general;          §h+10%§!§h?§! Intelligent, armchair general;          §h+10%§!§h?§! Intelligent, général de façade;          §h+10%§!§h?§! Intelligent, sesselgeneral;;          §h+10%§!§h?§! Inteligente, general apoltronado;;;;;;;;;
intelligentxbureaucrat_speed;          §h+15%§!§h?§! Intelligent, bureaucrat speed;          §h+15%§!§h?§! Intelligent, vitesse de bureaucrate;          §h+15%§!§h?§! Intelligent, bürokratische geschwindigkeit;;          §h+15%§!§h?§! Inteligente, chupatintas;;;;;;;;;
intelligentxgenerals_aide;     §h+1§!         §h?§! Intelligent, general's aide;     §h+1§!         §h?§! Intelligent, aide de camp;     §h+1§!         §h?§! Intelligent, generalsadjutant;;     §h+1§!         §h?§! Inteligente, ayudante de campo;;;;;;;;;
intelligentxamateur;     §u–1§! §u–25%§!§h?§! Intelligent, amateur;     §u–1§! §u–25%§!§h?§! Intelligent, amateur;     §u–1§! §u–25%§!§h?§! Intelligent, amateur;;     §u–1§! §u–25%§!§h?§! Inteligente, aficionado;;;;;;;;;
intelligentxmadman;                  §u¿§! Intelligent, madman;                  §u¿§! Intelligent, fou;                  §u¿§! Intelligent, irrer;;                  §u¿§! Inteligente, loco;;;;;;;;;
intelligentxaristocrat;                  §G!!!§! Intelligent, aristocrat;                  §G!!!§! Intelligent, aristocrate;                  §G!!!§! Intelligent, aristokrat;;                  §G!!!§! Inteligente, aristócrata;;;;;;;;;
intelligentxdrillmaster;                  §G!!!§! Intelligent, drillmaster;                  §G!!!§! Intelligent, sergent instructeur;                  §G!!!§! Intelligent, zuchtmeister;;                  §G!!!§! Inteligente, instructor;;;;;;;;;
intelligentxbutcher;                     Intelligent, butcher;                     Intelligent, boucher;                     Intelligent, schlächter;;                     Inteligente, carnicero;;;;;;;;;
intelligentxexranker;                     Intelligent, exranker;                     Intelligent, ancien militaire;                     Intelligent, ex-gefreiter;;                     Inteligente, ascendido desde la tropa;;;;;;;;;
intelligentxadventurer;§h+1§!              §h?§! Intelligent, adventurer;§h+1§!              §h?§! Intelligent, aventurier;§h+1§!              §h?§! Intelligent, abenteurer;;§h+1§!              §h?§! Inteligente, aventurero;;;;;;;;;
intelligentxdebutante;                  §h?§! Intelligent, debutante;                  §h?§! Intelligent, débutant;                  §h?§! Intelligent, debütant;;                  §h?§! Inteligente, debutante;;;;;;;;;
intelligentxcolonial_b;     §u–2§! §h+20%§!   Intelligent, colonial;     §u–2§! §h+20%§!   Intelligent, colonial;     §u–2§! §h+20%§!   Intelligent, kolonial;;     §u–2§! §h+20%§!   Inteligente, colonial;;;;;;;;;
intelligentxdisgraced;                  §h?§! Intelligent, disgraced;                  §h?§! Intelligent, déshonoré;                  §h?§! Intelligent, in ungnade gefallener;;                  §h?§! Inteligente, deshonrado;;;;;;;;;
intelligentxpriest;                  §h?§! Intelligent, priest;                  §h?§! Intelligent, prêtre;                  §h?§! Intelligent, priester;;                  §h?§! Inteligente, sacerdote;;;;;;;;;
intelligentxrising_star;                  §h?§! Intelligent, rising star;                  §h?§! Intelligent, étoile montante;                  §h?§! Intelligent, aufsteigender stern;;                  §h?§! Inteligente, nueva promesa;;;;;;;;;
intelligentxpolitician;                     Intelligent, politician;                     Intelligent, politicien;                     Intelligent, politiker;;                     Inteligente, político;;;;;;;;;
intelligentxpoet;§u–1§!              §G!!!§! Intelligent, poet;§u–1§!              §G!!!§! Intelligent, poète;§u–1§!              §G!!!§! Intelligent, poet;;§u–1§!              §G!!!§! Inteligente, poeta;;;;;;;;;
intelligentxcartographer;          §G+40%§!§h?§! Intelligent, cartographer;          §G+40%§!§h?§! Intelligent, cartographe;          §G+40%§!§h?§! Intelligent, kartograf;;          §G+40%§!§h?§! Inteligente, cartógrafo;;;;;;;;;
intelligentxprofessor;§u–1§! §u–1§!         §G!!!§! Intelligent, professor;§u–1§! §u–1§!         §G!!!§! Intelligent, professeur;§u–1§! §u–1§!         §G!!!§! Intelligent, professor;;§u–1§! §u–1§!         §G!!!§! Inteligente, profesor;;;;;;;;;
intelligentxold_school;§h+1§! §u–2§!         §G!!!§! Intelligent, old school;§h+1§! §u–2§!         §G!!!§! Intelligent, vieille école;§h+1§! §u–2§!         §G!!!§! Intelligent, alte schule;;§h+1§! §u–2§!         §G!!!§! Inteligente, de la vieja escuela;;;;;;;;;
intelligentxeccentric_genius;§h+2§!                 Intelligent, eccentric genius;§h+2§!                 Intelligent, génie excentrique;§h+2§!                 Intelligent, exzentrisches genie;;§h+2§!                 Inteligente, genio excéntrico;;;;;;;;;
intelligentxgifted_administrator;                  §G!!!§! Intelligent, gifted administrator;                  §G!!!§! Intelligent, administrateur doué;                  §G!!!§! Intelligent, begabter administrator;;                  §G!!!§! Inteligente, gran administrador;;;;;;;;;
intelligentxinnovative_tactician;§h+1§!              §h?§! Intelligent, innovative tactician;§h+1§!              §h?§! Intelligent, tacticien novateur;§h+1§!              §h?§! Intelligent, innovativer taktiker;;§h+1§!              §h?§! Inteligente, táctico innovador;;;;;;;;;
intelligentxexpert_raider;§h+2§!              §h?§! Intelligent, expert raider;§h+2§!              §h?§! Intelligent, commando expérimenté;§h+2§!              §h?§! Intelligent, überfallexperte;;§h+2§!              §h?§! Inteligente, experto en asaltos;;;;;;;;;
intelligentxnatural_born_leader;§h+1§!              §G!!!§! Intelligent, natural born leader;§h+1§!              §G!!!§! Intelligent, chef naturel;§h+1§!              §G!!!§! Intelligent, geborener anführer;;§h+1§!              §G!!!§! Inteligente, líder nato;;;;;;;;;
intelligentxmegalomaniac;§u–2§!              §h?§! Intelligent, megalomaniac;§u–2§!              §h?§! Intelligent, mégalomane;§u–2§!              §h?§! Intelligent, megalomane;;§u–2§!              §h?§! Inteligente, megalómano;;;;;;;;;
intelligentxhated;§h+1§! §h+1§!         §u¿§! Intelligent, hated;§h+1§! §h+1§!         §u¿§! Intelligent, odieux;§h+1§! §h+1§!         §u¿§! Intelligent, gehasst;;§h+1§! §h+1§!         §u¿§! Inteligente, odiado;;;;;;;;;
intelligentxcursed_luck;§h+2§! §h+2§!         §u¿§! Intelligent, cursed luck;§h+2§! §h+2§!         §u¿§! Intelligent, malchanceux;§h+2§! §h+2§!         §u¿§! Intelligent, vom pech verflucht;;§h+2§! §h+2§!         §u¿§! Inteligente, mala pata;;;;;;;;;
intelligentxclueless;§u–1§!              §u¿§! Intelligent, clueless;§u–1§!              §u¿§! Intelligent, ignorant;§u–1§!              §u¿§! Intelligent, ahnungslos;;§u–1§!              §u¿§! Inteligente, negado;;;;;;;;;
intelligentxdiplomat;          §u  –5%§!§h?§! Intelligent, diplomat;          §u  –5%§!§h?§! Intelligent, diplomate;          §u  –5%§!§h?§! Intelligent, diplomat;;          §u  –5%§!§h?§! Inteligente, diplomático;;;;;;;;;
intelligentxpowerful_friends;          §u–10%§!§h?§! Intelligent, powerful friends;          §u–10%§!§h?§! Intelligent, amis puissants;          §u–10%§!§h?§! Intelligent, mächtige freunde;;          §u–10%§!§h?§! Inteligente, de padrinos poderosos;;;;;;;;;
intelligentximmoral;                  §u¿§! Intelligent, immoral;                  §u¿§! Intelligent, immoral;                  §u¿§! Intelligent, unmoralisch;;                  §u¿§! Inteligente, inmoral;;;;;;;;;
intelligentxwomanizer;                  §G!!!§! Intelligent, womanizer;                  §G!!!§! Intelligent, coureur de jupons;                  §G!!!§! Intelligent, schürzenjäger;;                  §G!!!§! Inteligente, mujeriego;;;;;;;;;
intelligentxwarmonger;          §h+10%§!§u¿§! Intelligent, warmonger;          §h+10%§!§u¿§! Intelligent, belliciste;          §h+10%§!§u¿§! Intelligent, kriegstreiber;;          §h+10%§!§u¿§! Inteligente, belicista;;;;;;;;;
intelligentxcorrupt;                  §R¡¡¡§! Intelligent, corrupt;                  §R¡¡¡§! Intelligent, corrompu;                  §R¡¡¡§! Intelligent, korrupt;;                  §R¡¡¡§! Inteligente, corrupto;;;;;;;;;
intelligentxbootlicker;     §h+1§!         §h?§! Intelligent, bootlicker;     §h+1§!         §h?§! Intelligent, lèche-bottes;     §h+1§!         §h?§! Intelligent, speichellecker;;     §h+1§!         §h?§! Inteligente, pelotillero;;;;;;;;;
intelligentxsycophant;                  §G!!!§! Intelligent, sycophant;                  §G!!!§! Intelligent, flagorneur;                  §G!!!§! Intelligent, kriecher;;                  §G!!!§! Inteligente, adulador;;;;;;;;;
intelligentxtoady;§h+1§!              §h?§! Intelligent, toady;§h+1§!              §h?§! Intelligent, flatteur;§h+1§!              §h?§! Intelligent, schleimer;;§h+1§!              §h?§! Inteligente, pelota;;;;;;;;;
intelligentxyesman;                  §h?§! Intelligent, yesman;                  §h?§! Intelligent, béni-oui-oui;                  §h?§! Intelligent, jasager;;                  §h?§! Inteligente, pelotillero;;;;;;;;;
intelligentxbrownnoser;§h+1§!              §h?§! Intelligent, brownnoser;§h+1§!              §h?§! Intelligent, lèche-cul;§h+1§!              §h?§! Intelligent, stiefellecker;;§h+1§!              §h?§! Inteligente, obsequioso;;;;;;;;;
intelligentxspoiled;§h+2§!              §h?§! Intelligent, spoiled;§h+2§!              §h?§! Intelligent, gâté;§h+2§!              §h?§! Intelligent, verwöhnt;;§h+2§!              §h?§! Inteligente, malcriado;;;;;;;;;
intelligentxschool_of_defense;     §G+3§!         §h?§! Intelligent, school of defense;     §G+3§!         §h?§! Intelligent, école de défense;     §G+3§!         §h?§! Intelligent, schule der verteidigung;;     §G+3§!         §h?§! Inteligente, escuela de la defensa;;;;;;;;;
intelligentxschool_of_offense;§h+1§!      §h+10%§!§G!!!§! Intelligent, school of offense;§h+1§!      §h+10%§!§G!!!§! Intelligent, école d'attaque;§h+1§!      §h+10%§!§G!!!§! Intelligent, schule der offensive;;§h+1§!      §h+10%§!§G!!!§! Inteligente, escuela del ataque;;;;;;;;;
intelligentxschool_of_the_bayonet;§h+2§! §h+1§! §h+10%§!§h?§! Intelligent, school of the bayonet;§h+2§! §h+1§! §h+10%§!§h?§! Intelligent, école de la baïonnette;§h+2§! §h+1§! §h+10%§!§h?§! Intelligent, schule des bajonetts;;§h+2§! §h+1§! §h+10%§!§h?§! Inteligente, escuela de la bayoneta;;;;;;;;;
intelligentxschool_of_firepower;§h+1§!              §G!!!§! Intelligent, school of firepower;§h+1§!              §G!!!§! Intelligent, école de la puissance de feu;§h+1§!              §G!!!§! Intelligent, schule der feuerkraft;;§h+1§!              §G!!!§! Inteligente, escuela de la potencia de fuego;;;;;;;;;
intelligentxartillerist;     §h+1§!         §G!!!§! Intelligent, artillerist;     §h+1§!         §G!!!§! Intelligent, artilleur;     §h+1§!         §G!!!§! Intelligent, artillerist;;     §h+1§!         §G!!!§! Inteligente, artillero;;;;;;;;;
intelligentxuncommonly_young;§h+1§! §h+1§!         §h?§! Intelligent, uncommonly young;§h+1§! §h+1§!         §h?§! Intelligent, singulièrement jeune;§h+1§! §h+1§!         §h?§! Intelligent, ungewöhnlich jung;;§h+1§! §h+1§!         §h?§! Inteligente, extraordinariamente joven;;;;;;;;;
intelligentxsucker;§u–1§!              §h?§! Intelligent, sucker;§u–1§!              §h?§! Intelligent, gogo;§u–1§!              §h?§! Intelligent, trottel;;§u–1§!              §h?§! Inteligente, chupóptero;;;;;;;;;
intelligentxsad_sack;§u–2§!              §h?§! Intelligent, sad sack;§u–2§!              §h?§! Intelligent, raté;§u–2§!              §h?§! Intelligent, trauriger sack;;§u–2§!              §h?§! Inteligente, negado;;;;;;;;;
intelligentxunfit;§u–2§!              §u¿§! Intelligent, unfit;§u–2§!              §u¿§! Intelligent, inapte;§u–2§!              §u¿§! Intelligent, ungeeignet;;§u–2§!              §u¿§! Inteligente, inútil;;;;;;;;;
intelligentxunqualified;          §u–10%§!   Intelligent, unqualified;          §u–10%§!   Intelligent, non qualifié;          §u–10%§!   Intelligent, unqualifiziert;;          §u–10%§!   Inteligente, inepto;;;;;;;;;
intelligentxpawn;                  §h?§! Intelligent, pawn;                  §h?§! Intelligent, pion;                  §h?§! Intelligent, pfand;;                  §h?§! Inteligente, títere;;;;;;;;;
intelligentxelderly;                  §h?§! Intelligent, elderly;                  §h?§! Intelligent, âgé;                  §h?§! Intelligent, älter;;                  §h?§! Inteligente, anciano;;;;;;;;;
intelligentxincompetent;                  §h?§! Intelligent, incompetent;                  §h?§! Intelligent, incompétent;                  §h?§! Intelligent, inkompetent;;                  §h?§! Inteligente, incompetente;;;;;;;;;
brilliantxwar_college;§h+1§!              §h?§! Brilliant, war college;§h+1§!              §h?§! Brillant, école militaire;§h+1§!              §h?§! Brilliant, militärakademie;;§h+1§!              §h?§! Brillante, academia militar;;;;;;;;;
brilliantxcavalry_school;§h+2§!              §h?§! Brilliant, cavalry school;§h+2§!              §h?§! Brillant, école de cavalerie;§h+2§!              §h?§! Brilliant, kavallerieschule;;§h+2§!              §h?§! Brillante, escuela de caballería;;;;;;;;;
brilliantxengineer;          §h  +5%§!§h?§! Brilliant, engineer;          §h  +5%§!§h?§! Brillant, sapeur;          §h  +5%§!§h?§! Brilliant, pionier;;          §h  +5%§!§h?§! Brillante, ingenieros;;;;;;;;;
brilliantxarmchair_general;          §h+10%§!§h?§! Brilliant, armchair general;          §h+10%§!§h?§! Brillant, général de façade;          §h+10%§!§h?§! Brilliant, sesselgeneral;;          §h+10%§!§h?§! Brillante, general apoltronado;;;;;;;;;
brilliantxbureaucrat_speed;          §h+15%§!§h?§! Brilliant, bureaucrat speed;          §h+15%§!§h?§! Brillant, vitesse de bureaucrate;          §h+15%§!§h?§! Brilliant, bürokratische geschwindigkeit;;          §h+15%§!§h?§! Brillante, chupatintas;;;;;;;;;
brilliantxgenerals_aide;     §h+1§!         §h?§! Brilliant, general's aide;     §h+1§!         §h?§! Brillant, aide de camp;     §h+1§!         §h?§! Brilliant, generalsadjutant;;     §h+1§!         §h?§! Brillante, ayudante de campo;;;;;;;;;
brilliantxamateur;     §u–1§! §u–25%§!§h?§! Brilliant, amateur;     §u–1§! §u–25%§!§h?§! Brillant, amateur;     §u–1§! §u–25%§!§h?§! Brilliant, amateur;;     §u–1§! §u–25%§!§h?§! Brillante, aficionado;;;;;;;;;
brilliantxmadman;                     Brilliant, madman;                     Brillant, fou;                     Brilliant, irrer;;                     Brillante, loco;;;;;;;;;
brilliantxaristocrat;                  §G!!!§! Brilliant, aristocrat;                  §G!!!§! Brillant, aristocrate;                  §G!!!§! Brilliant, aristokrat;;                  §G!!!§! Brillante, aristócrata;;;;;;;;;
brilliantxdrillmaster;                  §G!!!§! Brilliant, drillmaster;                  §G!!!§! Brillant, sergent instructeur;                  §G!!!§! Brilliant, zuchtmeister;;                  §G!!!§! Brillante, instructor;;;;;;;;;
brilliantxbutcher;                  §h?§! Brilliant, butcher;                  §h?§! Brillant, boucher;                  §h?§! Brilliant, schlächter;;                  §h?§! Brillante, carnicero;;;;;;;;;
brilliantxexranker;                     Brilliant, exranker;                     Brillant, ancien militaire;                     Brilliant, ex-gefreiter;;                     Brillante, ascendido desde la tropa;;;;;;;;;
brilliantxadventurer;§h+1§!              §h?§! Brilliant, adventurer;§h+1§!              §h?§! Brillant, aventurier;§h+1§!              §h?§! Brilliant, abenteurer;;§h+1§!              §h?§! Brillante, aventurero;;;;;;;;;
brilliantxdebutante;                  §h?§! Brilliant, debutante;                  §h?§! Brillant, débutant;                  §h?§! Brilliant, debütant;;                  §h?§! Brillante, debutante;;;;;;;;;
brilliantxcolonial_b;     §u–2§! §h+20%§!§h?§! Brilliant, colonial;     §u–2§! §h+20%§!§h?§! Brillant, colonial;     §u–2§! §h+20%§!§h?§! Brilliant, kolonial;;     §u–2§! §h+20%§!§h?§! Brillante, colonial;;;;;;;;;
brilliantxdisgraced;                  §h?§! Brilliant, disgraced;                  §h?§! Brillant, déshonoré;                  §h?§! Brilliant, in ungnade gefallener;;                  §h?§! Brillante, deshonrado;;;;;;;;;
brilliantxpriest;                  §h?§! Brilliant, priest;                  §h?§! Brillant, prêtre;                  §h?§! Brilliant, priester;;                  §h?§! Brillante, sacerdote;;;;;;;;;
brilliantxrising_star;                  §h?§! Brilliant, rising star;                  §h?§! Brillant, étoile montante;                  §h?§! Brilliant, aufsteigender stern;;                  §h?§! Brillante, nueva promesa;;;;;;;;;
brilliantxpolitician;                     Brilliant, politician;                     Brillant, politicien;                     Brilliant, politiker;;                     Brillante, político;;;;;;;;;
brilliantxpoet;§u–1§!              §G!!!§! Brilliant, poet;§u–1§!              §G!!!§! Brillant, poète;§u–1§!              §G!!!§! Brilliant, poet;;§u–1§!              §G!!!§! Brillante, poeta;;;;;;;;;
brilliantxcartographer;          §G+40%§!§h?§! Brilliant, cartographer;          §G+40%§!§h?§! Brillant, cartographe;          §G+40%§!§h?§! Brilliant, kartograf;;          §G+40%§!§h?§! Brillante, cartógrafo;;;;;;;;;
brilliantxprofessor;§u–1§! §u–1§!         §G!!!§! Brilliant, professor;§u–1§! §u–1§!         §G!!!§! Brillant, professeur;§u–1§! §u–1§!         §G!!!§! Brilliant, professor;;§u–1§! §u–1§!         §G!!!§! Brillante, profesor;;;;;;;;;
brilliantxold_school;§h+1§! §u–2§!         §G!!!§! Brilliant, old school;§h+1§! §u–2§!         §G!!!§! Brillant, vieille école;§h+1§! §u–2§!         §G!!!§! Brilliant, alte schule;;§h+1§! §u–2§!         §G!!!§! Brillante, de la vieja escuela;;;;;;;;;
brilliantxeccentric_genius;§h+2§!              §h?§! Brilliant, eccentric genius;§h+2§!              §h?§! Brillant, génie excentrique;§h+2§!              §h?§! Brilliant, exzentrisches genie;;§h+2§!              §h?§! Brillante, genio excéntrico;;;;;;;;;
brilliantxgifted_administrator;                  §G!!!§! Brilliant, gifted administrator;                  §G!!!§! Brillant, administrateur doué;                  §G!!!§! Brilliant, begabter administrator;;                  §G!!!§! Brillante, gran administrador;;;;;;;;;
brilliantxinnovative_tactician;§h+1§!              §h?§! Brilliant, innovative tactician;§h+1§!              §h?§! Brillant, tacticien novateur;§h+1§!              §h?§! Brilliant, innovativer taktiker;;§h+1§!              §h?§! Brillante, táctico innovador;;;;;;;;;
brilliantxexpert_raider;§h+2§!              §h?§! Brilliant, expert raider;§h+2§!              §h?§! Brillant, commando expérimenté;§h+2§!              §h?§! Brilliant, überfallexperte;;§h+2§!              §h?§! Brillante, experto en asaltos;;;;;;;;;
brilliantxnatural_born_leader;§h+1§!              §G!!!§! Brilliant, natural born leader;§h+1§!              §G!!!§! Brillant, chef naturel;§h+1§!              §G!!!§! Brilliant, geborener anführer;;§h+1§!              §G!!!§! Brillante, líder nato;;;;;;;;;
brilliantxmegalomaniac;§u–2§!              §h?§! Brilliant, megalomaniac;§u–2§!              §h?§! Brillant, mégalomane;§u–2§!              §h?§! Brilliant, megalomane;;§u–2§!              §h?§! Brillante, megalómano;;;;;;;;;
brilliantxhated;§h+1§! §h+1§!         §u¿§! Brilliant, hated;§h+1§! §h+1§!         §u¿§! Brillant, odieux;§h+1§! §h+1§!         §u¿§! Brilliant, gehasst;;§h+1§! §h+1§!         §u¿§! Brillante, odiado;;;;;;;;;
brilliantxcursed_luck;§h+2§! §h+2§!         §u¿§! Brilliant, cursed luck;§h+2§! §h+2§!         §u¿§! Brillant, malchanceux;§h+2§! §h+2§!         §u¿§! Brilliant, vom pech verflucht;;§h+2§! §h+2§!         §u¿§! Brillante, mala pata;;;;;;;;;
brilliantxclueless;§u–1§!              §u¿§! Brilliant, clueless;§u–1§!              §u¿§! Brillant, ignorant;§u–1§!              §u¿§! Brilliant, ahnungslos;;§u–1§!              §u¿§! Brillante, negado;;;;;;;;;
brilliantxdiplomat;          §u  –5%§!§h?§! Brilliant, diplomat;          §u  –5%§!§h?§! Brillant, diplomate;          §u  –5%§!§h?§! Brilliant, diplomat;;          §u  –5%§!§h?§! Brillante, diplomático;;;;;;;;;
brilliantxpowerful_friends;          §u–10%§!§h?§! Brilliant, powerful friends;          §u–10%§!§h?§! Brillant, amis puissants;          §u–10%§!§h?§! Brilliant, mächtige freunde;;          §u–10%§!§h?§! Brillante, de padrinos poderosos;;;;;;;;;
brilliantximmoral;                     Brilliant, immoral;                     Brillant, immoral;                     Brilliant, unmoralisch;;                     Brillante, inmoral;;;;;;;;;
brilliantxwomanizer;                  §G!!!§! Brilliant, womanizer;                  §G!!!§! Brillant, coureur de jupons;                  §G!!!§! Brilliant, schürzenjäger;;                  §G!!!§! Brillante, mujeriego;;;;;;;;;
brilliantxwarmonger;          §h+10%§!§u¿§! Brilliant, warmonger;          §h+10%§!§u¿§! Brillant, belliciste;          §h+10%§!§u¿§! Brilliant, kriegstreiber;;          §h+10%§!§u¿§! Brillante, belicista;;;;;;;;;
brilliantxcorrupt;                  §R¡¡¡§! Brilliant, corrupt;                  §R¡¡¡§! Brillant, corrompu;                  §R¡¡¡§! Brilliant, korrupt;;                  §R¡¡¡§! Brillante, corrupto;;;;;;;;;
brilliantxbootlicker;     §h+1§!         §h?§! Brilliant, bootlicker;     §h+1§!         §h?§! Brillant, lèche-bottes;     §h+1§!         §h?§! Brilliant, speichellecker;;     §h+1§!         §h?§! Brillante, pelotillero;;;;;;;;;
brilliantxsycophant;                  §G!!!§! Brilliant, sycophant;                  §G!!!§! Brillant, flagorneur;                  §G!!!§! Brilliant, kriecher;;                  §G!!!§! Brillante, adulador;;;;;;;;;
brilliantxtoady;§h+1§!              §G!!!§! Brilliant, toady;§h+1§!              §G!!!§! Brillant, flatteur;§h+1§!              §G!!!§! Brilliant, schleimer;;§h+1§!              §G!!!§! Brillante, pelota;;;;;;;;;
brilliantxyesman;                  §h?§! Brilliant, yesman;                  §h?§! Brillant, béni-oui-oui;                  §h?§! Brilliant, jasager;;                  §h?§! Brillante, pelotillero;;;;;;;;;
brilliantxbrownnoser;§h+1§!              §h?§! Brilliant, brownnoser;§h+1§!              §h?§! Brillant, lèche-cul;§h+1§!              §h?§! Brilliant, stiefellecker;;§h+1§!              §h?§! Brillante, obsequioso;;;;;;;;;
brilliantxspoiled;§h+2§!              §h?§! Brilliant, spoiled;§h+2§!              §h?§! Brillant, gâté;§h+2§!              §h?§! Brilliant, verwöhnt;;§h+2§!              §h?§! Brillante, malcriado;;;;;;;;;
brilliantxschool_of_defense;     §G+3§!         §h?§! Brilliant, school of defense;     §G+3§!         §h?§! Brillant, école de défense;     §G+3§!         §h?§! Brilliant, schule der verteidigung;;     §G+3§!         §h?§! Brillante, escuela de la defensa;;;;;;;;;
brilliantxschool_of_offense;§h+1§!      §h+10%§!§G!!!§! Brilliant, school of offense;§h+1§!      §h+10%§!§G!!!§! Brillant, école d'attaque;§h+1§!      §h+10%§!§G!!!§! Brilliant, schule der offensive;;§h+1§!      §h+10%§!§G!!!§! Brillante, escuela del ataque;;;;;;;;;
brilliantxschool_of_the_bayonet;§h+2§! §h+1§! §h+10%§!§h?§! Brilliant, school of the bayonet;§h+2§! §h+1§! §h+10%§!§h?§! Brillant, école de la baïonnette;§h+2§! §h+1§! §h+10%§!§h?§! Brilliant, schule des bajonetts;;§h+2§! §h+1§! §h+10%§!§h?§! Brillante, escuela de la bayoneta;;;;;;;;;
brilliantxschool_of_firepower;§h+1§!              §G!!!§! Brilliant, school of firepower;§h+1§!              §G!!!§! Brillant, école de la puissance de feu;§h+1§!              §G!!!§! Brilliant, schule der feuerkraft;;§h+1§!              §G!!!§! Brillante, escuela de la potencia de fuego;;;;;;;;;
brilliantxartillerist;     §h+1§!         §G!!!§! Brilliant, artillerist;     §h+1§!         §G!!!§! Brillant, artilleur;     §h+1§!         §G!!!§! Brilliant, artillerist;;     §h+1§!         §G!!!§! Brillante, artillero;;;;;;;;;
brilliantxuncommonly_young;§h+1§! §h+1§!         §h?§! Brilliant, uncommonly young;§h+1§! §h+1§!         §h?§! Brillant, singulièrement jeune;§h+1§! §h+1§!         §h?§! Brilliant, ungewöhnlich jung;;§h+1§! §h+1§!         §h?§! Brillante, extraordinariamente joven;;;;;;;;;
brilliantxsucker;§u–1§!              §h?§! Brilliant, sucker;§u–1§!              §h?§! Brillant, gogo;§u–1§!              §h?§! Brilliant, trottel;;§u–1§!              §h?§! Brillante, chupóptero;;;;;;;;;
brilliantxsad_sack;§u–2§!              §h?§! Brilliant, sad sack;§u–2§!              §h?§! Brillant, raté;§u–2§!              §h?§! Brilliant, trauriger sack;;§u–2§!              §h?§! Brillante, negado;;;;;;;;;
brilliantxunfit;§u–2§!              §u¿§! Brilliant, unfit;§u–2§!              §u¿§! Brillant, inapte;§u–2§!              §u¿§! Brilliant, ungeeignet;;§u–2§!              §u¿§! Brillante, inútil;;;;;;;;;
brilliantxunqualified;          §u–10%§!§h?§! Brilliant, unqualified;          §u–10%§!§h?§! Brillant, non qualifié;          §u–10%§!§h?§! Brilliant, unqualifiziert;;          §u–10%§!§h?§! Brillante, inepto;;;;;;;;;
brilliantxpawn;                  §h?§! Brilliant, pawn;                  §h?§! Brillant, pion;                  §h?§! Brilliant, pfand;;                  §h?§! Brillante, títere;;;;;;;;;
brilliantxelderly;                  §h?§! Brilliant, elderly;                  §h?§! Brillant, âgé;                  §h?§! Brilliant, älter;;                  §h?§! Brillante, anciano;;;;;;;;;
brilliantxincompetent;                  §h?§! Brilliant, incompetent;                  §h?§! Brillant, incompétent;                  §h?§! Brilliant, inkompetent;;                  §h?§! Brillante, incompetente;;;;;;;;;
sharpxwar_college;§h+1§!                 Sharp, war college;§h+1§!                 Malin, école militaire;§h+1§!                 Klug, militärakademie;;§h+1§!                 Perspicaz, academia militar;;;;;;;;;
sharpxcavalry_school;§h+2§!                 Sharp, cavalry school;§h+2§!                 Malin, école de cavalerie;§h+2§!                 Klug, kavallerieschule;;§h+2§!                 Perspicaz, escuela de caballería;;;;;;;;;
sharpxengineer;          §h  +5%§!   Sharp, engineer;          §h  +5%§!   Malin, sapeur;          §h  +5%§!   Klug, pionier;;          §h  +5%§!   Perspicaz, ingenieros;;;;;;;;;
sharpxarmchair_general;          §h+10%§!   Sharp, armchair general;          §h+10%§!   Malin, général de façade;          §h+10%§!   Klug, sesselgeneral;;          §h+10%§!   Perspicaz, general apoltronado;;;;;;;;;
sharpxbureaucrat_speed;          §h+15%§!   Sharp, bureaucrat speed;          §h+15%§!   Malin, vitesse de bureaucrate;          §h+15%§!   Klug, bürokratische geschwindigkeit;;          §h+15%§!   Perspicaz, chupatintas;;;;;;;;;
sharpxgenerals_aide;     §h+1§!            Sharp, general's aide;     §h+1§!            Malin, aide de camp;     §h+1§!            Klug, generalsadjutant;;     §h+1§!            Perspicaz, ayudante de campo;;;;;;;;;
sharpxamateur;     §u–1§! §u–25%§!   Sharp, amateur;     §u–1§! §u–25%§!   Malin, amateur;     §u–1§! §u–25%§!   Klug, amateur;;     §u–1§! §u–25%§!   Perspicaz, aficionado;;;;;;;;;
sharpxmadman;                     Sharp, madman;                     Malin, fou;                     Klug, irrer;;                     Perspicaz, loco;;;;;;;;;
sharpxaristocrat;                  §h?§! Sharp, aristocrat;                  §h?§! Malin, aristocrate;                  §h?§! Klug, aristokrat;;                  §h?§! Perspicaz, aristócrata;;;;;;;;;
